2026-01-04 07:51:59,125 | INFO | config.enhanced_config_manager | Timing config loaded: enabled=False
  File "D:\Experimentals\TradingBot\Excel_driven_code\src\core\capital_manager.py", line 443, in _validate_invariant
    raise ValueError("Capital accounting error - SYSTEM HALT")
ValueError: Capital accounting error - SYSTEM HALT

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\Experimentals\TradingBot\Excel_driven_code\main.py", line 338, in run_paper_trading
    success, order_id = trader.process_signal(signal)
                        ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^
  File "D:\Experimentals\TradingBot\Excel_driven_code\src\utils\..\..\src\execution\adapter.py", line 165, in process_signal
    success, order, reason = self.engine.process_signal(signal)
                             ~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^
  File "D:\Experimentals\TradingBot\Excel_driven_code\src\core\engine.py", line 378, in process_signal
    self.capital_mgr.release_reservation(symbol, order_value)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^
  File "D:\Experimentals\TradingBot\Excel_driven_code\src\core\capital_manager.py", line 198, in release_reservation
    self._validate_invariant()
    ~~~~~~~~~~~~~~~~~~~~~~~~^^
  File "D:\Experimentals\TradingBot\Excel_driven_code\src\core\capital_manager.py", line 443, in _validate_invariant
    raise ValueError("Capital accounting error - SYSTEM HALT")
ValueError: Capital accounting error - SYSTEM HALT
2026-01-04 19:01:00,033 | INFO | config.enhanced_config_manager | Timing config loaded: enabled=False
2026-01-04 19:01:00,034 | INFO | src.core.state_manager | Clearing all state for fresh start
2026-01-04 19:01:00,036 | INFO | src.core.state_manager | State cleared successfully
2026-01-04 19:01:00,036 | INFO | src.core.risk_manager | Risk Manager initialized with comprehensive risk controls
2026-01-04 19:01:00,036 | INFO | src.screener.excel_screener | Excel screener initialized: MiniRobo.xlsx
2026-01-04 19:01:01,533 | INFO | src.screener.excel_screener | Loaded 100 enabled stocks from universe
2026-01-04 19:01:02,082 | INFO | src.core.warmup_manager | WarmupManager initialized for 10 symbols with 60 days lookback
2026-01-04 19:01:02,083 | INFO | src.core.warmup_manager | 🔥 Starting system warmup sequence...
2026-01-04 19:01:02,083 | INFO | src.core.warmup_manager |   🔄 Executing: load_market_data
2026-01-04 19:01:03,647 | INFO | src.core.warmup_manager | Market data loaded: 10/10 symbols, 430 total data points
2026-01-04 19:01:03,647 | INFO | src.core.warmup_manager |   ✅ Completed: load_market_data (1.56s, 430 data points)
2026-01-04 19:01:03,647 | INFO | src.core.warmup_manager |   🔄 Executing: calculate_indicators
2026-01-04 19:01:03,661 | INFO | src.core.warmup_manager | Technical indicators calculated: 130 total indicators
2026-01-04 19:01:03,662 | INFO | src.core.warmup_manager |   ✅ Completed: calculate_indicators (0.01s, 130 data points)
2026-01-04 19:01:03,662 | INFO | src.core.warmup_manager |   🔄 Executing: warmup_timing
2026-01-04 19:01:03,688 | INFO | src.core.confidence_manager | Reactive confidence manager initialized
2026-01-04 19:01:03,688 | INFO | src.core.realtime_monitor | Real-time market monitor initialized with 60s update interval
2026-01-04 19:01:03,688 | INFO | src.core.data_risk_mitigator | Data source risk mitigator initialized
2026-01-04 19:01:03,688 | INFO | src.strategies.market_detector | Registered real-time callbacks for market events
2026-01-04 19:01:03,689 | INFO | src.core.realtime_monitor | Started monitoring 0 symbols
2026-01-04 19:01:03,689 | INFO | src.strategies.market_detector | Enhanced real-time market detector initialized
2026-01-04 19:01:03,689 | INFO | src.timing.market_regime | Unified MarketRegimeManager initialized
2026-01-04 19:01:04,119 | INFO | src.strategies.market_detector | Market State (Real-time): BULLISH (0.38), Gap: NO_GAP (0.03%)
2026-01-04 19:01:04,119 | INFO | src.timing.market_regime | [MARKET REGIME] VOLATILE | confidence=0.38 | volatility=HIGH
2026-01-04 19:01:04,119 | INFO | src.core.warmup_manager | Timing components warmed up - Current regime: (<MarketRegime.HIGH_VOLATILITY: 'VOLATILE'>, 0.384028654853814)
2026-01-04 19:01:04,119 | INFO | src.core.warmup_manager |   ✅ Completed: warmup_timing (0.46s, 1 data points)
2026-01-04 19:01:04,119 | INFO | src.core.warmup_manager |   🔄 Executing: warmup_regime
2026-01-04 19:01:04,123 | INFO | src.core.warmup_manager | Market regime detection warmed up for 5 symbols
2026-01-04 19:01:04,123 | INFO | src.core.warmup_manager |   ✅ Completed: warmup_regime (0.00s, 5 data points)
2026-01-04 19:01:04,123 | INFO | src.core.warmup_manager |   🔄 Executing: warmup_strategies
2026-01-04 19:01:04,123 | INFO | src.core.confidence_manager | Reactive confidence manager initialized
2026-01-04 19:01:04,123 | INFO | src.core.realtime_monitor | Real-time market monitor initialized with 60s update interval
2026-01-04 19:01:04,124 | INFO | src.core.data_risk_mitigator | Data source risk mitigator initialized
2026-01-04 19:01:04,124 | INFO | src.strategies.market_detector | Registered real-time callbacks for market events
2026-01-04 19:01:04,124 | INFO | src.core.realtime_monitor | Started monitoring 0 symbols
2026-01-04 19:01:04,124 | INFO | src.strategies.market_detector | Enhanced real-time market detector initialized
2026-01-04 19:01:04,124 | INFO | src.core.regime_weighting | Regime-aware strategy weighting system initialized
2026-01-04 19:01:04,125 | INFO | src.strategies.gap_trading | Gap trading strategy initialized
2026-01-04 19:01:04,125 | INFO | src.strategies.momentum_adaptive | Momentum adaptive strategy initialized
2026-01-04 19:01:04,125 | INFO | src.strategies.volatility_regime | Volatility regime strategy initialized
2026-01-04 19:01:04,125 | INFO | src.core.confidence_manager | Reactive confidence manager initialized
2026-01-04 19:01:04,125 | INFO | src.strategies.correlation_sync | Correlation sync strategy initialized with reactive confidence management
2026-01-04 19:01:04,126 | INFO | src.strategies.adaptive_manager | Adaptive strategy manager initialized with regime-aware weighting in AUTO mode
2026-01-04 19:01:04,537 | INFO | src.strategies.market_detector | Market State (Real-time): BULLISH (0.38), Gap: NO_GAP (0.03%)
2026-01-04 19:01:04,685 | INFO | src.core.regime_weighting | Market regime change: None → MarketRegime.VOLATILE_NEUTRAL
2026-01-04 19:01:04,685 | WARNING | src.core.regime_weighting | Regime change to MarketRegime.VOLATILE_NEUTRAL - invalidating confidence
2026-01-04 19:01:04,685 | INFO | src.core.regime_weighting | Significant weight change - Session: POST_MARKET, Regime: VOLATILE_NEUTRAL
2026-01-04 19:01:04,686 | INFO | src.core.regime_weighting |   gap_trading: 0.17 (base: 0.25)
2026-01-04 19:01:04,686 | INFO | src.core.regime_weighting |   momentum_adaptive: 0.19 (base: 0.25)
2026-01-04 19:01:04,686 | INFO | src.core.regime_weighting |   volatility_regime: 0.52 (base: 0.25)
2026-01-04 19:01:04,686 | INFO | src.core.regime_weighting |   correlation_sync: 0.12 (base: 0.25)
2026-01-04 19:01:04,687 | INFO | src.strategies.adaptive_manager | Evaluating HDFCBANK with strategies: ['gap_trading', 'momentum_adaptive', 'volatility_regime', 'correlation_sync'] | Weights: {'gap_trading': 0.16666666666666666, 'momentum_adaptive': 0.18750000000000003, 'volatility_regime': 0.5208333333333334, 'correlation_sync': 0.125}
2026-01-04 19:01:05,071 | INFO | src.strategies.correlation_sync | Correlation entry approved for HDFCBANK: Correlation entry: MEDIUM correlation (0.565) | Regime: MEDIUM | Confidence: 0.79 (reactive: 0.00)
2026-01-04 19:01:05,259 | INFO | src.core.regime_weighting | Significant weight change - Session: POST_MARKET, Regime: VOLATILE_NEUTRAL
2026-01-04 19:01:05,259 | INFO | src.core.regime_weighting |   gap_trading: 0.17 (base: 0.25)
2026-01-04 19:01:05,260 | INFO | src.core.regime_weighting |   momentum_adaptive: 0.19 (base: 0.25)
2026-01-04 19:01:05,260 | INFO | src.core.regime_weighting |   volatility_regime: 0.52 (base: 0.25)
2026-01-04 19:01:05,260 | INFO | src.core.regime_weighting |   correlation_sync: 0.12 (base: 0.25)
2026-01-04 19:01:05,261 | INFO | src.strategies.adaptive_manager | Evaluating ICICIBANK with strategies: ['gap_trading', 'momentum_adaptive', 'volatility_regime', 'correlation_sync'] | Weights: {'gap_trading': 0.16666666666666666, 'momentum_adaptive': 0.18750000000000003, 'volatility_regime': 0.5208333333333334, 'correlation_sync': 0.125}
2026-01-04 19:01:05,261 | INFO | src.strategies.correlation_sync | Correlation entry approved for ICICIBANK: Correlation entry: MEDIUM correlation (0.400) | Regime: MEDIUM | Confidence: 0.61 (reactive: 0.00)
2026-01-04 19:01:05,434 | INFO | src.core.regime_weighting | Significant weight change - Session: POST_MARKET, Regime: VOLATILE_NEUTRAL
2026-01-04 19:01:05,434 | INFO | src.core.regime_weighting |   gap_trading: 0.17 (base: 0.25)
2026-01-04 19:01:05,435 | INFO | src.core.regime_weighting |   momentum_adaptive: 0.19 (base: 0.25)
2026-01-04 19:01:05,435 | INFO | src.core.regime_weighting |   volatility_regime: 0.52 (base: 0.25)
2026-01-04 19:01:05,435 | INFO | src.core.regime_weighting |   correlation_sync: 0.12 (base: 0.25)
2026-01-04 19:01:05,436 | INFO | src.strategies.adaptive_manager | Evaluating KOTAKBANK with strategies: ['gap_trading', 'momentum_adaptive', 'volatility_regime', 'correlation_sync'] | Weights: {'gap_trading': 0.16666666666666666, 'momentum_adaptive': 0.18750000000000003, 'volatility_regime': 0.5208333333333334, 'correlation_sync': 0.125}
2026-01-04 19:01:05,436 | INFO | src.core.warmup_manager | Strategy managers warmed up for 3 symbols
2026-01-04 19:01:05,436 | INFO | src.core.warmup_manager |   ✅ Completed: warmup_strategies (1.31s, 3 data points)
2026-01-04 19:01:05,436 | INFO | src.core.warmup_manager |   🔄 Executing: validate_warmup
2026-01-04 19:01:05,437 | WARNING | src.core.warmup_manager | Low data quality for HDFCBANK.SMA_50: 0 points
2026-01-04 19:01:05,438 | WARNING | src.core.warmup_manager | Low data quality for ICICIBANK.SMA_50: 0 points
2026-01-04 19:01:05,438 | WARNING | src.core.warmup_manager | Low data quality for KOTAKBANK.SMA_50: 0 points
2026-01-04 19:01:05,439 | WARNING | src.core.warmup_manager | Low data quality for AXISBANK.SMA_50: 0 points
2026-01-04 19:01:05,439 | WARNING | src.core.warmup_manager | Low data quality for SBIN.SMA_50: 0 points
2026-01-04 19:01:05,440 | WARNING | src.core.warmup_manager | Low data quality for TCS.SMA_50: 0 points
2026-01-04 19:01:05,441 | WARNING | src.core.warmup_manager | Low data quality for INFY.SMA_50: 0 points
2026-01-04 19:01:05,441 | WARNING | src.core.warmup_manager | Low data quality for HCLTECH.SMA_50: 0 points
2026-01-04 19:01:05,442 | WARNING | src.core.warmup_manager | Low data quality for WIPRO.SMA_50: 0 points
2026-01-04 19:01:05,443 | WARNING | src.core.warmup_manager | Low data quality for TECHM.SMA_50: 0 points
2026-01-04 19:01:05,444 | INFO | src.core.warmup_manager | Warmup validation passed: 4/4 checks
2026-01-04 19:01:05,444 | INFO | src.core.warmup_manager |   ✅ Completed: validate_warmup (0.01s, 4 data points)
2026-01-04 19:01:05,444 | INFO | src.core.warmup_manager | ✅ Warmup COMPLETED in 3.36 seconds
2026-01-04 19:01:05,444 | INFO | src.core.warmup_manager | ============================================================
2026-01-04 19:01:05,445 | INFO | src.core.warmup_manager | WARMUP SUMMARY
2026-01-04 19:01:05,445 | INFO | src.core.warmup_manager | ============================================================
2026-01-04 19:01:05,445 | INFO | src.core.warmup_manager | Status: SUCCESS
2026-01-04 19:01:05,445 | INFO | src.core.warmup_manager | Duration: 3.36 seconds
2026-01-04 19:01:05,445 | INFO | src.core.warmup_manager | Symbols warmed: 10/10
2026-01-04 19:01:05,445 | INFO | src.core.warmup_manager | Tasks completed: 6/6
2026-01-04 19:01:05,446 | INFO | src.core.warmup_manager | Indicator Status:
2026-01-04 19:01:05,446 | INFO | src.core.warmup_manager |   ✅ SMA_20
2026-01-04 19:01:05,446 | INFO | src.core.warmup_manager |   ✅ SMA_50
2026-01-04 19:01:05,448 | INFO | src.core.warmup_manager |   ✅ EMA_12
2026-01-04 19:01:05,448 | INFO | src.core.warmup_manager |   ✅ EMA_26
2026-01-04 19:01:05,448 | INFO | src.core.warmup_manager |   ✅ RSI_14
2026-01-04 19:01:05,449 | INFO | src.core.warmup_manager |   ✅ MACD
2026-01-04 19:01:05,449 | INFO | src.core.warmup_manager |   ✅ ATR_14
2026-01-04 19:01:05,449 | INFO | src.core.warmup_manager | ============================================================
2026-01-04 19:01:05,456 | INFO | src.utils.sector_manager | Sector manager initialized
2026-01-04 19:01:05,456 | INFO | src.core.capital_manager | Capital Manager initialized: Total=₹5,000.00, Buffer=₹750.00, Available=₹5,000.00
2026-01-04 19:01:05,457 | INFO | src.core.risk_manager | Risk Manager initialized with comprehensive risk controls
2026-01-04 19:01:05,457 | INFO | src.core.risk_governor | Added risk rule: EmergencyStop (priority: 5)
2026-01-04 19:01:05,457 | INFO | src.core.risk_governor | Added risk rule: MarketHours (priority: 10)
2026-01-04 19:01:05,457 | INFO | src.core.risk_governor | Added risk rule: DailyLossLimit (priority: 15)
2026-01-04 19:01:05,458 | INFO | src.core.risk_governor | Added risk rule: VolatilityAdjustment (priority: 25)
2026-01-04 19:01:05,458 | INFO | src.core.risk_governor | Risk Governor initialized with 4 risk rules
2026-01-04 19:01:05,458 | INFO | src.core.warmup_manager | WarmupManager initialized for 100 symbols with 60 days lookback
2026-01-04 19:01:05,458 | INFO | src.core.confidence_manager | Reactive confidence manager initialized
2026-01-04 19:01:05,458 | INFO | src.core.realtime_monitor | Real-time market monitor initialized with 60s update interval
2026-01-04 19:01:05,458 | INFO | src.core.data_risk_mitigator | Data source risk mitigator initialized
2026-01-04 19:01:05,459 | INFO | src.strategies.market_detector | Registered real-time callbacks for market events
2026-01-04 19:01:05,459 | INFO | src.core.realtime_monitor | Started monitoring 0 symbols
2026-01-04 19:01:05,459 | INFO | src.strategies.market_detector | Enhanced real-time market detector initialized
2026-01-04 19:01:05,459 | INFO | src.core.regime_weighting | Regime-aware strategy weighting system initialized
2026-01-04 19:01:05,459 | INFO | src.strategies.gap_trading | Gap trading strategy initialized
2026-01-04 19:01:05,460 | INFO | src.strategies.momentum_adaptive | Momentum adaptive strategy initialized
2026-01-04 19:01:05,460 | INFO | src.strategies.volatility_regime | Volatility regime strategy initialized
2026-01-04 19:01:05,460 | INFO | src.core.confidence_manager | Reactive confidence manager initialized
2026-01-04 19:01:05,460 | INFO | src.strategies.correlation_sync | Correlation sync strategy initialized with reactive confidence management
2026-01-04 19:01:05,460 | INFO | src.strategies.adaptive_manager | Adaptive strategy manager initialized with regime-aware weighting in AUTO mode
2026-01-04 19:01:05,460 | INFO | src.core.engine | Adaptive strategies initialized successfully
2026-01-04 19:01:05,460 | INFO | src.core.engine | Trading engine initialized with timing intelligence disabled
2026-01-04 19:01:05,461 | INFO | src.core.engine | Trading engine initialized with enhanced risk management
2026-01-04 19:01:05,461 | INFO | src.execution.adapter | Initialized PAPER execution adapter
2026-01-04 19:01:05,461 | INFO | src.broker.zerodha | ZerodhaBroker initialized in PAPER mode
2026-01-04 19:01:05,461 | INFO | src.broker.zerodha | Paper trading: No real connection required
2026-01-04 19:01:05,461 | INFO | src.execution.paper | Paper trading initialized
2026-01-04 19:01:05,461 | INFO | src.execution.paper | Paper trading mode initialized
2026-01-04 19:01:05,465 | INFO | src.core.system_arming | Added kill switch: emergency_file (Critical)
2026-01-04 19:01:05,465 | INFO | src.core.system_arming | Added kill switch: daily_loss_limit (Critical)
2026-01-04 19:01:05,465 | INFO | src.core.system_arming | Added kill switch: capital_availability (Critical)
2026-01-04 19:01:05,466 | INFO | src.core.system_arming | Added kill switch: market_hours (Non-critical)
2026-01-04 19:01:05,466 | INFO | src.core.system_arming | Added kill switch: system_health (Critical)
2026-01-04 19:01:05,466 | INFO | src.core.system_arming | Added kill switch: config_integrity (Critical)
2026-01-04 19:01:05,466 | INFO | src.core.system_arming | Added kill switch: state_integrity (Critical)
2026-01-04 19:01:05,467 | INFO | src.core.system_arming | System Arming initialized with 7 kill switches
2026-01-04 19:01:05,467 | INFO | src.core.system_arming | Starting system arming sequence...
2026-01-04 19:01:05,473 | INFO | src.core.system_arming | 🔒 SYSTEM ARMED at 19:01:05
2026-01-04 19:01:05,476 | WARNING | src.core.engine | No regime manager available
2026-01-04 19:01:05,477 | INFO | src.screener.excel_screener | ============================================================
2026-01-04 19:01:05,477 | INFO | src.screener.excel_screener | STARTING EXCEL-DRIVEN SCREENER
2026-01-04 19:01:05,477 | INFO | src.screener.excel_screener | ============================================================
2026-01-04 19:01:07,156 | INFO | src.screener.excel_screener | Loaded 14 screener rules
2026-01-04 19:01:07,712 | INFO | src.screener.excel_screener | 
 ACTIVE FILTER RULES:
2026-01-04 19:01:09,198 | INFO | src.screener.excel_screener | Loaded 100 enabled stocks from universe
2026-01-04 19:01:11,224 | INFO | src.screener.excel_screener | Loaded sector mapping for 100 symbols
2026-01-04 19:01:11,866 | INFO | src.screener.excel_screener | Market Trend: BULLISH
2026-01-04 19:01:11,901 | INFO | src.screener.excel_screener | Successfully fetched data for 100/100 symbols
2026-01-04 19:01:11,901 | INFO | src.screener.excel_screener | Bulk data received: 100 symbols with data
2026-01-04 19:01:12,039 | INFO | src.screener.excel_screener | Starting screening of 100 symbols. Bulk data has 100 entries
2026-01-04 19:01:12,481 | INFO | src.screener.excel_screener | 
📊 REJECTION STATISTICS:
2026-01-04 19:01:12,481 | INFO | src.screener.excel_screener |    Total Processed: 100
2026-01-04 19:01:12,482 | INFO | src.screener.excel_screener |    Passed: 26
2026-01-04 19:01:12,482 | INFO | src.screener.excel_screener |    Rejected: 74
2026-01-04 19:01:12,482 | INFO | src.screener.excel_screener | 
   Top Rejection Reasons:
2026-01-04 19:01:12,482 | INFO | src.screener.excel_screener | Metrics calculated: 100, Passed: 26, Rejected: 74, Insufficient bars: 0, Missing data: 0
2026-01-04 19:01:12,484 | INFO | src.screener.excel_screener | Max trades (adjusted for BULLISH): 8
2026-01-04 19:01:12,484 | INFO | src.screener.excel_screener | 
============================================================
2026-01-04 19:01:12,484 | INFO | src.screener.excel_screener | TOP PICKS:
2026-01-04 19:01:12,484 | INFO | src.screener.excel_screener | ============================================================
2026-01-04 19:01:12,485 | INFO | src.screener.excel_screener | INDUSTOWER | Score:  47.37 | Price: Rs. 442.05 | BULLISH_TREND,HIGH_VOLUME,STRONG_TREND
2026-01-04 19:01:12,485 | INFO | src.screener.excel_screener | HINDALCO   | Score:  42.61 | Price: Rs. 925.70 | BULLISH_TREND,HIGH_VOLUME,STRONG_TREND
2026-01-04 19:01:12,485 | INFO | src.screener.excel_screener | COALINDIA  | Score:  39.61 | Price: Rs. 427.90 | BULLISH_TREND,HIGH_VOLUME,STRONG_TREND
2026-01-04 19:01:12,485 | INFO | src.screener.excel_screener | BLUEDART   | Score:  34.99 | Price: Rs.5593.50 | NEAR_EMA20,HIGH_VOLUME
2026-01-04 19:01:12,486 | INFO | src.screener.excel_screener | UPL        | Score:  34.61 | Price: Rs. 804.65 | BULLISH_TREND
2026-01-04 19:01:14,135 | INFO | src.screener.excel_screener | Written 8 results to Excel: SCREENER_OUTPUT
2026-01-04 19:01:14,678 | INFO | src.screener.excel_screener | ============================================================
2026-01-04 19:01:14,678 | INFO | src.screener.excel_screener | SCREENER COMPLETE
2026-01-04 19:01:14,678 | INFO | src.screener.excel_screener | ============================================================
2026-01-04 19:01:15,185 | INFO | src.strategies.market_detector | Market State (Real-time): BULLISH (0.38), Gap: NO_GAP (0.03%)
2026-01-04 19:01:15,407 | INFO | src.core.regime_weighting | Market regime change: None → MarketRegime.VOLATILE_NEUTRAL
2026-01-04 19:01:15,407 | WARNING | src.core.regime_weighting | Regime change to MarketRegime.VOLATILE_NEUTRAL - invalidating confidence
2026-01-04 19:01:15,407 | INFO | src.core.regime_weighting | Significant weight change - Session: POST_MARKET, Regime: VOLATILE_NEUTRAL
2026-01-04 19:01:15,408 | INFO | src.core.regime_weighting |   gap_trading: 0.17 (base: 0.25)
2026-01-04 19:01:15,408 | INFO | src.core.regime_weighting |   momentum_adaptive: 0.19 (base: 0.25)
2026-01-04 19:01:15,408 | INFO | src.core.regime_weighting |   volatility_regime: 0.52 (base: 0.25)
2026-01-04 19:01:15,408 | INFO | src.core.regime_weighting |   correlation_sync: 0.12 (base: 0.25)
2026-01-04 19:01:15,409 | INFO | src.strategies.adaptive_manager | Evaluating HINDALCO with strategies: ['gap_trading', 'momentum_adaptive', 'volatility_regime', 'correlation_sync'] | Weights: {'gap_trading': 0.16666666666666666, 'momentum_adaptive': 0.18750000000000003, 'volatility_regime': 0.5208333333333334, 'correlation_sync': 0.125}
2026-01-04 19:01:15,803 | INFO | src.core.engine | HINDALCO: Adaptive strategy approved - volatility_regime | SL: 0.80x, Target: 2.50x, Size: 1.29x
2026-01-04 19:01:15,803 | INFO | src.core.engine | HINDALCO: Reserving capital for proposed order - Value: Rs.925.70
2026-01-04 19:01:15,803 | ERROR | src.core.capital_manager | CAPITAL INVARIANT VIOLATION!
Total Capital: ₹5,000.00
Accounted:     ₹5,750.00
Difference:    ₹-750.00
Available:     ₹4,074.30
Reserved:      ₹925.70
Committed:     ₹0.00
Buffer:        ₹750.00
2026-01-04 19:01:15,804 | ERROR | src.core.capital_manager | CAPITAL INVARIANT VIOLATION!
Total Capital: ₹5,000.00
Accounted:     ₹5,750.00
Difference:    ₹-750.00
Available:     ₹5,000.00
Reserved:      ₹0.00
Committed:     ₹0.00
Buffer:        ₹750.00
2026-01-04 19:01:15,804 | ERROR | root | Paper trading error
Traceback (most recent call last):
  File "D:\Experimentals\TradingBot\Excel_driven_code\src\core\engine.py", line 294, in process_signal
    self.capital_mgr.reserve(symbol, order_value)
    ~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^
  File "D:\Experimentals\TradingBot\Excel_driven_code\src\core\capital_manager.py", line 139, in reserve
    self._validate_invariant()
    ~~~~~~~~~~~~~~~~~~~~~~~~^^
  File "D:\Experimentals\TradingBot\Excel_driven_code\src\core\capital_manager.py", line 443, in _validate_invariant
    raise ValueError("Capital accounting error - SYSTEM HALT")
ValueError: Capital accounting error - SYSTEM HALT

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\Experimentals\TradingBot\Excel_driven_code\main.py", line 338, in run_paper_trading
    success, order_id = trader.process_signal(signal)
                        ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^
  File "D:\Experimentals\TradingBot\Excel_driven_code\src\utils\..\..\src\execution\adapter.py", line 165, in process_signal
    success, order, reason = self.engine.process_signal(signal)
                             ~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^
  File "D:\Experimentals\TradingBot\Excel_driven_code\src\core\engine.py", line 378, in process_signal
    self.capital_mgr.release_reservation(symbol, order_value)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^
  File "D:\Experimentals\TradingBot\Excel_driven_code\src\core\capital_manager.py", line 198, in release_reservation
    self._validate_invariant()
    ~~~~~~~~~~~~~~~~~~~~~~~~^^
  File "D:\Experimentals\TradingBot\Excel_driven_code\src\core\capital_manager.py", line 443, in _validate_invariant
    raise ValueError("Capital accounting error - SYSTEM HALT")
ValueError: Capital accounting error - SYSTEM HALT
2026-01-04 19:08:19,684 | INFO | config.enhanced_config_manager | Timing config loaded: enabled=False
2026-01-04 19:08:19,685 | INFO | src.core.state_manager | Clearing all state for fresh start
2026-01-04 19:08:19,687 | INFO | src.core.state_manager | State cleared successfully
2026-01-04 19:08:19,687 | INFO | src.core.risk_manager | Risk Manager initialized with comprehensive risk controls
2026-01-04 19:08:19,687 | INFO | src.screener.excel_screener | Excel screener initialized: MiniRobo.xlsx
2026-01-04 19:08:21,721 | INFO | src.screener.excel_screener | Loaded 100 enabled stocks from universe
2026-01-04 19:08:22,420 | INFO | src.core.warmup_manager | WarmupManager initialized for 10 symbols with 60 days lookback
2026-01-04 19:08:22,420 | INFO | src.core.warmup_manager | 🔥 Starting system warmup sequence...
2026-01-04 19:08:22,421 | INFO | src.core.warmup_manager |   🔄 Executing: load_market_data
2026-01-04 19:08:24,163 | INFO | src.core.warmup_manager | Market data loaded: 10/10 symbols, 430 total data points
2026-01-04 19:08:24,164 | INFO | src.core.warmup_manager |   ✅ Completed: load_market_data (1.74s, 430 data points)
2026-01-04 19:08:24,164 | INFO | src.core.warmup_manager |   🔄 Executing: calculate_indicators
2026-01-04 19:08:24,175 | INFO | src.core.warmup_manager | Technical indicators calculated: 130 total indicators
2026-01-04 19:08:24,175 | INFO | src.core.warmup_manager |   ✅ Completed: calculate_indicators (0.01s, 130 data points)
2026-01-04 19:08:24,176 | INFO | src.core.warmup_manager |   🔄 Executing: warmup_timing
2026-01-04 19:08:24,203 | INFO | src.core.confidence_manager | Reactive confidence manager initialized
2026-01-04 19:08:24,204 | INFO | src.core.realtime_monitor | Real-time market monitor initialized with 60s update interval
2026-01-04 19:08:24,204 | INFO | src.core.data_risk_mitigator | Data source risk mitigator initialized
2026-01-04 19:08:24,205 | INFO | src.strategies.market_detector | Registered real-time callbacks for market events
2026-01-04 19:08:24,205 | INFO | src.core.realtime_monitor | Started monitoring 0 symbols
2026-01-04 19:08:24,205 | INFO | src.strategies.market_detector | Enhanced real-time market detector initialized
2026-01-04 19:08:24,205 | INFO | src.timing.market_regime | Unified MarketRegimeManager initialized
2026-01-04 19:08:24,618 | INFO | src.strategies.market_detector | Market State (Real-time): BULLISH (0.38), Gap: NO_GAP (0.03%)
2026-01-04 19:08:24,619 | INFO | src.timing.market_regime | [MARKET REGIME] VOLATILE | confidence=0.38 | volatility=HIGH
2026-01-04 19:08:24,619 | INFO | src.core.warmup_manager | Timing components warmed up - Current regime: (<MarketRegime.HIGH_VOLATILITY: 'VOLATILE'>, 0.384028654853814)
2026-01-04 19:08:24,619 | INFO | src.core.warmup_manager |   ✅ Completed: warmup_timing (0.44s, 1 data points)
2026-01-04 19:08:24,619 | INFO | src.core.warmup_manager |   🔄 Executing: warmup_regime
2026-01-04 19:08:24,622 | INFO | src.core.warmup_manager | Market regime detection warmed up for 5 symbols
2026-01-04 19:08:24,623 | INFO | src.core.warmup_manager |   ✅ Completed: warmup_regime (0.00s, 5 data points)
2026-01-04 19:08:24,623 | INFO | src.core.warmup_manager |   🔄 Executing: warmup_strategies
2026-01-04 19:08:24,623 | INFO | src.core.confidence_manager | Reactive confidence manager initialized
2026-01-04 19:08:24,623 | INFO | src.core.realtime_monitor | Real-time market monitor initialized with 60s update interval
2026-01-04 19:08:24,624 | INFO | src.core.data_risk_mitigator | Data source risk mitigator initialized
2026-01-04 19:08:24,624 | INFO | src.strategies.market_detector | Registered real-time callbacks for market events
2026-01-04 19:08:24,624 | INFO | src.core.realtime_monitor | Started monitoring 0 symbols
2026-01-04 19:08:24,624 | INFO | src.strategies.market_detector | Enhanced real-time market detector initialized
2026-01-04 19:08:24,624 | INFO | src.core.regime_weighting | Regime-aware strategy weighting system initialized
2026-01-04 19:08:24,625 | INFO | src.strategies.gap_trading | Gap trading strategy initialized
2026-01-04 19:08:24,625 | INFO | src.strategies.momentum_adaptive | Momentum adaptive strategy initialized
2026-01-04 19:08:24,625 | INFO | src.strategies.volatility_regime | Volatility regime strategy initialized
2026-01-04 19:08:24,625 | INFO | src.core.confidence_manager | Reactive confidence manager initialized
2026-01-04 19:08:24,626 | INFO | src.strategies.correlation_sync | Correlation sync strategy initialized with reactive confidence management
2026-01-04 19:08:24,626 | INFO | src.strategies.adaptive_manager | Adaptive strategy manager initialized with regime-aware weighting in AUTO mode
2026-01-04 19:08:25,049 | INFO | src.strategies.market_detector | Market State (Real-time): BULLISH (0.38), Gap: NO_GAP (0.03%)
2026-01-04 19:08:25,194 | INFO | src.core.regime_weighting | Market regime change: None → MarketRegime.VOLATILE_NEUTRAL
